plr_id,plr_name,bzr_name,pgr_name,bez_id,bez_name,ew,mss_status_index,mss_status_class,mss_valid
08401245,Frauenviertel,Rudow,Buckow Nord/Rudow,08,Neukölln,3720,2,mittel,True
08401246,Waltersdorfer Chaussee Ost,Rudow,Buckow Nord/Rudow,08,Neukölln,7840,2,mittel,True
09100101,Alt-Treptow,Alt-Treptow,Treptow-Köpenick 1,09,Treptow-Köpenick,13453,2,mittel,True
09100202,Plänterwald West,Plänterwald,Treptow-Köpenick 1,09,Treptow-Köpenick,4280,2,mittel,True
09100203,Plänterwald Ost,Plänterwald,Treptow-Köpenick 1,09,Treptow-Köpenick,7473,2,mittel,True
09100304,Baumschulenweg West,Baumschulenweg,Treptow-Köpenick 1,09,Treptow-Köpenick,12007,2,mittel,True
09100305,Baumschulenweg Ost,Baumschulenweg,Treptow-Köpenick 1,09,Treptow-Köpenick,4338,2,mittel,True
09100306,Späthsfelde,Baumschulenweg,Treptow-Köpenick 1,09,Treptow-Köpenick,3059,1,hoch,True
09100407,Johannisthal West,Johannisthal,Treptow-Köpenick 1,09,Treptow-Köpenick,8670,2,mittel,True
09100408,Johannisthal Ost,Johannisthal,Treptow-Köpenick 1,09,Treptow-Köpenick,8870,2,mittel,True
09100409,Landschaftspark Adlershof,Johannisthal,Treptow-Köpenick 1,09,Treptow-Köpenick,4096,2,mittel,True
09200510,Helmholtz-Kiez,Oberschöneweide,Treptow-Köpenick 2,09,Treptow-Köpenick,8024,2,mittel,True
09200511,Griechischer Park,Oberschöneweide,Treptow-Köpenick 2,09,Treptow-Köpenick,13207,2,mittel,True
09200512,Wuhlheide,Oberschöneweide,Treptow-Köpenick 2,09,Treptow-Köpenick,4433,2,mittel,True
09200613,Bahnhof Schöneweide,Niederschöneweide,Treptow-Köpenick 2,09,Treptow-Köpenick,10704,2,mittel,True
09200614,Oberspree,Niederschöneweide,Treptow-Köpenick 2,09,Treptow-Köpenick,3804,2,mittel,True
09200715,Wista,Adlershof,Treptow-Köpenick 2,09,Treptow-Köpenick,4259,2,mittel,True
09200716,Dörpfeldstraße West,Adlershof,Treptow-Köpenick 2,09,Treptow-Köpenick,8373,2,mittel,True
09200717,Dörpfeldstraße Ost,Adlershof,Treptow-Köpenick 2,09,Treptow-Köpenick,9785,2,mittel,True
09200818,Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,09,Treptow-Köpenick,4330,2,mittel,True
09200819,Köllnische Vorstadt,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,09,Treptow-Köpenick,8588,2,mittel,True
09300920,Dorf Altglienicke,Altglienicke,Treptow-Köpenick 3,09,Treptow-Köpenick,13253,2,mittel,True
09300921,Preußen Siedlung,Altglienicke,Treptow-Köpenick 3,09,Treptow-Köpenick,2878,1,hoch,True
09300922,Kosmos Viertel,Altglienicke,Treptow-Köpenick 3,09,Treptow-Köpenick,6013,4,sehr niedrig,True
09300923,Kölner Viertel,Altglienicke,Treptow-Köpenick 3,09,Treptow-Köpenick,9100,2,mittel,True
09301024,Falkenberg,Bohnsdorf,Treptow-Köpenick 3,09,Treptow-Köpenick,3776,2,mittel,True
09301025,Alt-Bohnsdorf,Bohnsdorf,Treptow-Köpenick 3,09,Treptow-Köpenick,11919,2,mittel,True
09301126,Grünau,Grünau,Treptow-Köpenick 3,09,Treptow-Köpenick,8376,1,hoch,True
09301227,Karolinenhof,Schmöckwitz,Treptow-Köpenick 3,09,Treptow-Köpenick,1852,1,hoch,True
09301228,Schmöckwitz/Rauchfangswerder,Schmöckwitz,Treptow-Köpenick 3,09,Treptow-Köpenick,2635,1,hoch,True
09401329,Kietzer Feld/Nachtheide,Köpenick Süd,Treptow-Köpenick 4,09,Treptow-Köpenick,11009,2,mittel,True
09401330,Wendenschloß,Köpenick Süd,Treptow-Köpenick 4,09,Treptow-Köpenick,1916,1,hoch,True
09401431,Allende I,Allende-Viertel,Treptow-Köpenick 4,09,Treptow-Köpenick,5992,2,mittel,True
09401432,Siedlung Kämmereiheide,Allende-Viertel,Treptow-Köpenick 4,09,Treptow-Köpenick,1572,2,mittel,True
09401433,Allende II,Allende-Viertel,Treptow-Köpenick 4,09,Treptow-Köpenick,4478,2,mittel,True
09401534,Altstadt Köpenick,Altstadt Köpenick,Treptow-Köpenick 4,09,Treptow-Köpenick,7494,2,mittel,True
09401635,Müggelheim,Müggelheim,Treptow-Köpenick 4,09,Treptow-Köpenick,7059,1,hoch,True
09501736,Hirschgarten,Friedrichshagen,Treptow-Köpenick 5,09,Treptow-Köpenick,4677,2,mittel,True
09501737,Alt-Friedrichshagen,Friedrichshagen,Treptow-Köpenick 5,09,Treptow-Köpenick,14359,2,mittel,True
09501838,Rahnsdorf,Rahnsdorf,Treptow-Köpenick 5,09,Treptow-Köpenick,11138,1,hoch,True
09501939,Bahnhofstraße,Dammvorstadt,Treptow-Köpenick 5,09,Treptow-Köpenick,6829,2,mittel,True
09501940,Güterbahnhof Köpenick,Dammvorstadt,Treptow-Köpenick 5,09,Treptow-Köpenick,2759,2,mittel,True
09501941,Friedrichshagener Straße,Dammvorstadt,Treptow-Köpenick 5,09,Treptow-Köpenick,2937,2,mittel,True
09502042,Mittelheide,Köpenick Nord,Treptow-Köpenick 5,09,Treptow-Köpenick,4315,1,hoch,True
09502043,Dammheide,Köpenick Nord,Treptow-Köpenick 5,09,Treptow-Köpenick,9147,2,mittel,True
10100101,Marzahn West,Marzahn Nord,Marzahn,10,Marzahn-Hellersdorf,5837,4,sehr niedrig,True
10100102,Rosenbecker Straße,Marzahn Nord,Marzahn,10,Marzahn-Hellersdorf,3680,3,niedrig,True
10100103,Wittenberger Straße,Marzahn Nord,Marzahn,10,Marzahn-Hellersdorf,8110,3,niedrig,True
10100104,Golliner Straße,Marzahn Nord,Marzahn,10,Marzahn-Hellersdorf,7521,4,sehr niedrig,True
10100205,Gewerbegebiet Bitterfelder Straße,Marzahn Mitte,Marzahn,10,Marzahn-Hellersdorf,1221,,Planungsraum ohne Zuordnung,False
10100206,Wuhletalstraße,Marzahn Mitte,Marzahn,10,Marzahn-Hellersdorf,11809,2,mittel,True
10100207,Ahrensfelder Berge,Marzahn Mitte,Marzahn,10,Marzahn-Hellersdorf,8320,3,niedrig,True
10100208,Bürgerpark,Marzahn Mitte,Marzahn,10,Marzahn-Hellersdorf,10330,2,mittel,True
10100209,Lea-Grundig-Straße,Marzahn Mitte,Marzahn,10,Marzahn-Hellersdorf,9642,2,mittel,True
10100210,Marzahner Promenade,Marzahn Mitte,Marzahn,10,Marzahn-Hellersdorf,10868,3,niedrig,True
10100311,Marzahner Chaussee,Marzahn Süd,Marzahn,10,Marzahn-Hellersdorf,2670,2,mittel,True
10100312,Springpfuhl,Marzahn Süd,Marzahn,10,Marzahn-Hellersdorf,16216,2,mittel,True
10100313,Alt-Marzahn,Marzahn Süd,Marzahn,10,Marzahn-Hellersdorf,4981,2,mittel,True
10100314,Auersbergstraße,Marzahn Süd,Marzahn,10,Marzahn-Hellersdorf,6455,2,mittel,True
10100315,Bärenstein,Marzahn Süd,Marzahn,10,Marzahn-Hellersdorf,8228,2,mittel,True
10100316,Landsberger Tor,Marzahn Süd,Marzahn,10,Marzahn-Hellersdorf,3696,2,mittel,True
10200417,Zossener Straße,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,8063,4,sehr niedrig,True
10200418,Kyritzer Straße,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,7367,2,mittel,True
10200419,Havelländer Ring,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,4357,2,mittel,True
10200420,Gut Hellersdorf,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,9010,4,sehr niedrig,True
10200421,Helle Mitte,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,1757,2,mittel,True
10200422,Hellersdorfer Promenade,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,7368,4,sehr niedrig,True
10200423,Böhlener Straße,Hellersdorf Nord,Hellersdorf,10,Marzahn-Hellersdorf,6138,4,sehr niedrig,True
10200524,Adele-Sandrock-Straße,Hellersdorf Ost,Hellersdorf,10,Marzahn-Hellersdorf,11814,2,mittel,True
10200525,Schleipfuhl,Hellersdorf Ost,Hellersdorf,10,Marzahn-Hellersdorf,5380,4,sehr niedrig,True
10200526,Boulevard Kastanienallee,Hellersdorf Ost,Hellersdorf,10,Marzahn-Hellersdorf,6241,4,sehr niedrig,True
10200627,Am Kienberg,Hellersdorf Süd,Hellersdorf,10,Marzahn-Hellersdorf,3689,2,mittel,True
10200628,Neue Grottkauer Straße,Hellersdorf Süd,Hellersdorf,10,Marzahn-Hellersdorf,6514,4,sehr niedrig,True
10200629,Teterower Ring,Hellersdorf Süd,Hellersdorf,10,Marzahn-Hellersdorf,9187,2,mittel,True
10200630,Cecilienplatz,Hellersdorf Süd,Hellersdorf,10,Marzahn-Hellersdorf,6627,2,mittel,True
10300731,Oberfeldstraße,Biesdorf,Biesdorf,10,Marzahn-Hellersdorf,7926,1,hoch,True
10300732,Buckower Ring,Biesdorf,Biesdorf,10,Marzahn-Hellersdorf,7237,2,mittel,True
10300733,Alt-Biesdorf,Biesdorf,Biesdorf,10,Marzahn-Hellersdorf,5190,2,mittel,True
10300734,Biesdorf Süd,Biesdorf,Biesdorf,10,Marzahn-Hellersdorf,10606,1,hoch,True
10400835,Kaulsdorf Nord,Kaulsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,7832,1,hoch,True
10400836,Alt-Kaulsdorf,Kaulsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,3981,2,mittel,True
10400837,Kaulsdorf Süd,Kaulsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,7870,1,hoch,True
10400938,Mahlsdorf Nord,Mahlsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,10234,1,hoch,True
10400939,Alt-Mahlsdorf,Mahlsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,4529,1,hoch,True
10400940,Elsensee,Mahlsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,5847,1,hoch,True
10400941,Pilgramer Straße,Mahlsdorf,Kaulsdorf/Mahlsdorf,10,Marzahn-Hellersdorf,9743,1,hoch,True
11100101,Dörfer Malchow-Wartenberg,"Malchow, Wartenberg und Falkenberg",Hohenschönhausen Nord,11,Lichtenberg,3356,1,hoch,True
11100102,Dorf Falkenberg,"Malchow, Wartenberg und Falkenberg",Hohenschönhausen Nord,11,Lichtenberg,3095,2,mittel,True
11100203,Falkenberg Ost,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,11,Lichtenberg,9394,4,sehr niedrig,True
11100204,Falkenberg West,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,11,Lichtenberg,7463,2,mittel,True
11100205,Wartenberg Süd,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,11,Lichtenberg,6304,4,sehr niedrig,True
11100206,Wartenberg Nord,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,11,Lichtenberg,7807,4,sehr niedrig,True
11100307,Zingster Straße Ost,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,11,Lichtenberg,11702,3,niedrig,True
11100308,Zingster Straße West,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,11,Lichtenberg,9886,4,sehr niedrig,True
11100309,Mühlengrund,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,11,Lichtenberg,6569,2,mittel,True
11200410,Malchower Weg,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,11,Lichtenberg,10413,2,mittel,True
11200411,Hauptstraße,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,11,Lichtenberg,6917,2,mittel,True
11200512,Orankesee,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,11,Lichtenberg,3999,2,mittel,True
11200513,Große-Leege-Straße,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,11,Lichtenberg,10466,2,mittel,True
11200514,Landsberger Allee,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,11,Lichtenberg,16289,2,mittel,True
11200515,Weiße Taube,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,11,Lichtenberg,5002,1,hoch,True
11300616,Hohenschönhauser Straße,Fennpfuhl,Lichtenberg Nord,11,Lichtenberg,5992,4,sehr niedrig,True
11300617,Fennpfuhlpark,Fennpfuhl,Lichtenberg Nord,11,Lichtenberg,4407,3,niedrig,True
11300618,Storkower Bogen,Fennpfuhl,Lichtenberg Nord,11,Lichtenberg,3850,2,mittel,True
11300619,Rudolf-Seiffert-Park,Fennpfuhl,Lichtenberg Nord,11,Lichtenberg,8889,2,mittel,True
11300620,Fennpfuhl Ost,Fennpfuhl,Lichtenberg Nord,11,Lichtenberg,11346,2,mittel,True
11300721,Herzbergstraße,Alt-Lichtenberg,Lichtenberg Nord,11,Lichtenberg,6848,2,mittel,True
11300722,Rathaus Lichtenberg,Alt-Lichtenberg,Lichtenberg Nord,11,Lichtenberg,10326,2,mittel,True
11300723,Bornitzstraße,Alt-Lichtenberg,Lichtenberg Nord,11,Lichtenberg,2581,2,mittel,True
11300724,Roedeliusplatz,Alt-Lichtenberg,Lichtenberg Nord,11,Lichtenberg,4372,2,mittel,True
11300725,Nibelungenviertel,Alt-Lichtenberg,Lichtenberg Nord,11,Lichtenberg,10202,2,mittel,True
11300826,Frankfurter Allee Süd,Frankfurter Allee Süd,Lichtenberg Nord,11,Lichtenberg,10508,2,mittel,True
11400927,Victoriastadt,Neu-Lichtenberg,Lichtenberg Mitte,11,Lichtenberg,4173,2,mittel,True
11400928,Nöldnerplatz,Neu-Lichtenberg,Lichtenberg Mitte,11,Lichtenberg,2933,2,mittel,True
11400929,Weitlingkiez,Neu-Lichtenberg,Lichtenberg Mitte,11,Lichtenberg,16901,2,mittel,True
11400930,Zachertstraße,Neu-Lichtenberg,Lichtenberg Mitte,11,Lichtenberg,4760,2,mittel,True
11400931,Massower Straße,Neu-Lichtenberg,Lichtenberg Mitte,11,Lichtenberg,7064,2,mittel,True
11401032,Rosenfelder Ring,Friedrichsfelde Nord,Lichtenberg Mitte,11,Lichtenberg,6292,2,mittel,True
11401033,Gensinger Straße,Friedrichsfelde Nord,Lichtenberg Mitte,11,Lichtenberg,6890,2,mittel,True
11401034,Tierpark,Friedrichsfelde Nord,Lichtenberg Mitte,11,Lichtenberg,3379,2,mittel,True
11401135,Dolgenseestraße,Friedrichsfelde Süd,Lichtenberg Mitte,11,Lichtenberg,11011,2,mittel,True
11401136,Volkradstraße,Friedrichsfelde Süd,Lichtenberg Mitte,11,Lichtenberg,8336,2,mittel,True
11401137,Erieseering,Friedrichsfelde Süd,Lichtenberg Mitte,11,Lichtenberg,9004,2,mittel,True
11501238,Rummelsburg,Rummelsburger Bucht,Lichtenberg Süd,11,Lichtenberg,4899,1,hoch,True
11501339,Karlshorst West,Karlshorst,Lichtenberg Süd,11,Lichtenberg,10574,2,mittel,True
11501340,Karlshorst Nord,Karlshorst,Lichtenberg Süd,11,Lichtenberg,11246,2,mittel,True
11501341,Karlshorst Süd,Karlshorst,Lichtenberg Süd,11,Lichtenberg,10103,1,hoch,True
12100101,Letteplatz,Ost 1 - Reginhardstraße,Reinickendorf Ost,12,Reinickendorf,11188,3,niedrig,True
12100102,Hausotterplatz,Ost 1 - Reginhardstraße,Reinickendorf Ost,12,Reinickendorf,9980,3,niedrig,True
12100103,Breitkopfbecken,Ost 1 - Reginhardstraße,Reinickendorf Ost,12,Reinickendorf,7592,3,niedrig,True
12100204,Schäfersee,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,12,Reinickendorf,9554,2,mittel,True
12100205,Teichstraße,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,12,Reinickendorf,13988,3,niedrig,True
12100206,Humboldtstraße,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,12,Reinickendorf,4780,2,mittel,True
12200307,Reinickes Hof,West 4 - Auguste-Viktoria-Allee,Tegel,12,Reinickendorf,2804,3,niedrig,True
12200308,Meller Bogen,West 4 - Auguste-Viktoria-Allee,Tegel,12,Reinickendorf,5868,2,mittel,True
12200309,Scharnweberstraße,West 4 - Auguste-Viktoria-Allee,Tegel,12,Reinickendorf,11286,4,sehr niedrig,True
12200310,Klixstraße,West 4 - Auguste-Viktoria-Allee,Tegel,12,Reinickendorf,8284,4,sehr niedrig,True
12200411,Schumacher-Quartier,West 1 - Tegel-Süd/Flughafensee,Tegel,12,Reinickendorf,294,,Planungsraum ohne Zuordnung,False
12200412,Waldidyll/Flughafensee,West 1 - Tegel-Süd/Flughafensee,Tegel,12,Reinickendorf,6518,2,mittel,True
12200413,Tegel Süd,West 1 - Tegel-Süd/Flughafensee,Tegel,12,Reinickendorf,8103,3,niedrig,True
12200414,TXL,West 1 - Tegel-Süd/Flughafensee,Tegel,12,Reinickendorf,5440,1,hoch,True
12200515,Alt-Tegel,West 5 - Tegel,Tegel,12,Reinickendorf,11322,2,mittel,True
12400616,Konradshöhe/Tegelort,West 2 - Heiligensee/Konradshöhe,Grüner Norden,12,Reinickendorf,6113,1,hoch,True
12400617,Alt-Heiligensee,West 2 - Heiligensee/Konradshöhe,Grüner Norden,12,Reinickendorf,6704,1,hoch,True
12400618,Heiligensee Nord,West 2 - Heiligensee/Konradshöhe,Grüner Norden,12,Reinickendorf,3789,1,hoch,True
12400619,Heiligensee,West 2 - Heiligensee/Konradshöhe,Grüner Norden,12,Reinickendorf,7726,1,hoch,True
12400720,Frohnau West,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,12,Reinickendorf,8480,1,hoch,True
12400721,Frohnau Ost,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,12,Reinickendorf,7891,1,hoch,True
12400722,Hermsdorf West,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,12,Reinickendorf,8517,1,hoch,True
12400723,Hermsdorf Ost/Waldsee,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,12,Reinickendorf,8090,1,hoch,True
12500824,Ziekowstraße/Freie Scholle,West 3 - Borsigwalde/Freie Scholle,Wittenau/Borsigwalde,12,Reinickendorf,9681,2,mittel,True
12500825,Borsigwalde,West 3 - Borsigwalde/Freie Scholle,Wittenau/Borsigwalde,12,Reinickendorf,7079,2,mittel,True
12500926,Wittenau Mitte,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,12,Reinickendorf,5181,2,mittel,True
12500927,Wittenau Nord,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,12,Reinickendorf,6874,2,mittel,True
12500928,Waidmannslust,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,12,Reinickendorf,5158,2,mittel,True
12500929,Lübars,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,12,Reinickendorf,5104,1,hoch,True
12500930,Wittenau Süd,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,12,Reinickendorf,9873,2,mittel,True
12601031,Lübarser Straße,Rollbergesiedlung,Märkisches Viertel,12,Reinickendorf,3333,2,mittel,True
12601032,Rollbergesiedlung,Rollbergesiedlung,Märkisches Viertel,12,Reinickendorf,6250,4,sehr niedrig,True
12601133,Treuenbrietzener Straße,MV Nord,Märkisches Viertel,12,Reinickendorf,11448,4,sehr niedrig,True
12601134,Märkisches Zentrum,MV Nord,Märkisches Viertel,12,Reinickendorf,16006,4,sehr niedrig,True
12601235,Dannenwalder Weg,MV Süd,Märkisches Viertel,12,Reinickendorf,10610,4,sehr niedrig,True
12601236,Schorfheidestraße,MV Süd,Märkisches Viertel,12,Reinickendorf,3190,2,mittel,True
